0.9,-0.345491502812526,-0.559016994374948,-0.559016994374948,-0.345491502812526,0.345491502812526,0.559016994374948,0.559016994374948,0.345491502812527
NaN,-0.440377087513683,-0.588577315551417,-0.519216907678425,-0.2808844787864,0.29207980342936,0.457874261089616,0.515348828154147,0.413685310382832
0.8,-0.559016994374947,-0.904508497187474,-0.904508497187474,-0.559016994374948,0.559016994374947,0.904508497187474,0.904508497187474,0.559016994374948
NaN,-0.629902893561097,-0.820190251268489,-0.789694396589542,-0.530678245115671,0.510567671000886,0.722368853053337,0.740173310781663,0.55807880625353
0.7,-0.559016994374947,-0.904508497187474,-0.904508497187474,-0.559016994374948,0.559016994374947,0.904508497187474,0.904508497187474,0.559016994374948
NaN,-0.550565712117684,-0.821932499679717,-0.846793856725725,-0.656127552298407,0.617039830602601,0.798091551469071,0.755505596879115,0.497195592492201
0.6,-0.345491502812526,-0.559016994374947,-0.559016994374947,-0.345491502812526,0.345491502812526,0.559016994374947,0.559016994374947,0.345491502812526
NaN,-0.327131199955449,-0.614958375089572,-0.696019218062204,-0.531568380768313,0.506537697521203,0.647560044264528,0.551675588030028,0.313750527979364
0.4,0.345491502812526,0.559016994374948,0.559016994374948,0.345491502812526,-0.345491502812526,-0.559016994374948,-0.559016994374948,-0.345491502812526
NaN,0.289980585113658,0.60129382405906,0.69796505572104,0.562649293945004,-0.478262660668458,-0.644535558318295,-0.53591984996467,-0.199257659148674
0.3,0.559016994374947,0.904508497187474,0.904508497187474,0.559016994374948,-0.559016994374947,-0.904508497187474,-0.904508497187474,-0.559016994374948
NaN,0.576879754189638,0.835942564920199,0.860713089216585,0.693605758832326,-0.627184554122175,-0.817566801728133,-0.771549490679515,-0.460542805996209
0.2,0.559016994374947,0.904508497187474,0.904508497187474,0.559016994374948,-0.559016994374947,-0.904508497187474,-0.904508497187474,-0.559016994374948
NaN,0.66406417235754,0.847517181786382,0.826557254977764,0.587143110185755,-0.53946793445116,-0.759279282897515,-0.778208009361614,-0.587684847077412
0.1,0.345491502812526,0.559016994374947,0.559016994374947,0.345491502812526,-0.345491502812526,-0.559016994374947,-0.559016994374947,-0.345491502812526
NaN,0.463447930538902,0.648421131989873,0.583873932744425,0.315027583331568,-0.303868782079378,-0.476642385137687,-0.557862428147763,-0.484882497325394
0,0.1,0.2,0.3,0.4,0.6,0.7,0.8,0.9
